Ligand;Grid;Run;dG;VS
CP-6;46;10;-6.04566;-7.33464
CP-6;47;1;-5.22573;-6.37435
CP-6;47;2;-5.09661;-6.55414
CP-6;47;3;-4.8026;-6.04106
CP-6;47;4;-4.09201;-5.80418
CP-6;47;5;-5.14772;-6.64132
CP-6;47;6;-5.1011;-6.59063
CP-6;47;7;-4.92895;-6.01462
CP-6;47;8;-5.12677;-6.52157
CP-6;47;9;-5.10747;-6.41326
CP-6;47;10;-4.93068;-6.18105
CP-6;48;1;-6.36157;-7.63064
CP-6;48;2;-6.76966;-8.01015
CP-6;48;3;-7.01129;-8.11869
CP-6;48;4;-6.51248;-7.98417
CP-6;48;5;-5.74155;-7.56306
CP-6;48;6;-6.7265;-8.06418
CP-6;48;7;-6.88075;-7.97648
CP-6;48;8;-6.92122;-8.00643
CP-6;48;9;-6.79718;-8.41868
CP-6;48;10;-7.17303;-8.64691
CP-6;49;1;-5.67358;-6.54204
CP-6;49;2;-6.24899;-7.36923
CP-6;49;3;-6.44981;-7.55853
CP-6;49;4;-5.94803;-6.58432
CP-6;49;5;-6.45131;-7.1517
CP-6;49;6;-6.03987;-6.92534
CP-6;49;7;-6.87119;-7.84804
CP-6;49;8;-5.83379;-6.55859
CP-6;49;9;-6.1703;-6.88373
CP-6;49;10;-6.53556;-7.41284
CP-6;5;1;-6.41919;-7.38713
CP-6;5;2;-6.3187;-7.36303
CP-6;5;3;-5.81509;-7.09401
CP-6;5;4;-5.56373;-6.73722
CP-6;5;5;-4.90253;-6.07785
CP-6;5;6;-5.24583;-6.64474
CP-6;5;7;-5.2855;-6.34363
CP-6;5;8;-5.31465;-6.66901
CP-6;5;9;-6.3941;-7.34299
CP-6;5;10;-5.97973;-7.24464
CP-6;50;1;-4.17523;-5.94164
CP-6;50;2;-4.21916;-5.90771
CP-6;50;3;-5.09934;-6.22258
CP-6;50;4;-5.09459;-6.52078
CP-6;50;5;-5.2107;-6.33981
CP-6;50;6;-4.53738;-6.16654
CP-6;50;7;-5.41256;-6.56568
CP-6;50;8;-4.05136;-5.75252
CP-6;50;9;-4.80205;-6.24522
CP-6;50;10;-4.84176;-6.37348
CP-6;6;1;-5.93824;-7.14966
CP-6;6;2;-5.49091;-6.61466
CP-6;6;3;-6.024;-7.30313
CP-6;6;4;-5.3215;-6.44927
CP-6;6;5;-5.83677;-7.07736
CP-6;6;6;-4.43344;-5.99736
CP-6;6;7;-5.67163;-6.99413
CP-6;6;8;-4.90789;-6.30543
CP-6;6;9;-5.88385;-7.13961
CP-6;6;10;-5.81009;-7.12524
CP-6;7;1;-3.86174;-5.55032
CP-6;7;2;-4.80245;-6.13755
CP-6;7;3;-5.53377;-6.46302
CP-6;7;4;-4.91477;-6.27071
CP-6;7;5;-5.10677;-5.92187
CP-6;7;6;-5.43133;-6.26896
CP-6;7;7;-4.78162;-6.17836
CP-6;7;8;-5.22115;-6.15733
CP-6;7;9;-5.36886;-6.52534
CP-6;7;10;-4.74732;-5.46429
CP-6;8;1;-5.36151;-6.48596
CP-6;8;2;-5.46727;-6.5203
CP-6;8;3;-5.96735;-6.83053
CP-6;8;4;-6.18851;-7.13038
CP-6;8;5;-5.84687;-6.75185
CP-6;8;6;-5.67677;-6.60464
CP-6;8;7;-5.51568;-6.7364
CP-6;8;8;-6.11798;-7.09556
CP-6;8;9;-6.07694;-7.08569
CP-6;8;10;-5.00659;-6.02845
CP-6;9;1;-5.45383;-6.5922
CP-6;9;2;-5.12732;-6.44171
CP-6;9;3;-5.42908;-7.00322
CP-6;9;4;-5.32851;-6.5929
CP-6;9;5;-3.98477;-5.55934
CP-6;9;6;-4.44968;-6.22736
CP-6;9;7;-4.78452;-6.07628
CP-6;9;8;-5.73299;-7.12577
CP-6;9;9;-5.42086;-6.94961
CP-6;9;10;-5.72392;-7.07507
CP-7;0;1;-8.32224;-9.64625
CP-7;0;2;-9.52046;-10.5294
CP-7;0;3;-8.00588;-9.12071
CP-7;0;4;-7.43734;-8.74932
CP-7;0;5;-9.11592;-10.2489
CP-7;0;6;-7.93526;-9.06916
CP-7;0;7;-8.00401;-9.10208
CP-7;0;8;-8.22168;-9.51873
CP-7;0;9;-8.43587;-9.66689
CP-7;0;10;-7.92839;-9.36799
CP-7;1;1;-4.63236;-5.60333
CP-7;1;2;-5.19255;-6.06316
CP-7;1;3;-5.18507;-6.01388
CP-7;1;4;-4.96449;-5.81315
CP-7;1;5;-4.74862;-5.65812
CP-7;1;6;-5.4473;-6.27862
CP-7;1;7;-4.51699;-5.15709
CP-7;1;8;-3.77529;-5.31436
CP-7;1;9;-5.30688;-6.02569
CP-7;1;10;-5.61762;-6.42557
CP-7;10;1;-6.41599;-7.64494
CP-7;10;2;-6.02678;-7.2417
CP-7;10;3;-6.5201;-7.64976
CP-7;10;4;-6.53485;-7.72195
CP-7;10;5;-6.39187;-7.58827
CP-7;10;6;-6.48193;-7.70917
CP-7;10;7;-6.99101;-7.74999
CP-7;10;8;-5.53741;-6.92656
CP-7;10;9;-6.50889;-7.70981
CP-7;10;10;-6.3946;-7.62226
CP-7;11;1;-4.62406;-5.69821
CP-7;11;2;-3.36423;-5.16076
CP-7;11;3;-4.39854;-5.38608
CP-7;11;4;-3.54186;-5.27027
CP-7;11;5;-4.57464;-5.52529
CP-7;11;6;-4.56979;-5.523
CP-7;11;7;-4.57432;-5.52491
CP-7;11;8;-3.60696;-5.15879
CP-7;11;9;-4.56777;-5.80712
CP-7;11;10;-3.55936;-5.0991
CP-7;12;1;-4.09922;-5.39826
CP-7;12;2;-4.53993;-5.5448
CP-7;12;3;-3.95884;-5.40103
CP-7;12;4;-4.06775;-5.40819
CP-7;12;5;-4.04035;-5.41015
CP-7;12;6;-3.9821;-5.37962
CP-7;12;7;-4.52795;-5.47686
CP-7;12;8;-4.51113;-5.51808
CP-7;12;9;-4.10042;-5.38401
CP-7;12;10;-4.01707;-5.41343
CP-7;13;1;-4.46063;-5.40315
CP-7;13;2;-4.01778;-5.0579
CP-7;13;3;-4.5043;-5.46086
CP-7;13;4;-3.5169;-4.87147
CP-7;13;5;-4.56674;-5.56208
CP-7;13;6;-4.44895;-5.51011
CP-7;13;7;-4.16468;-5.50122
CP-7;13;8;-4.14856;-5.43148
CP-7;13;9;-4.05601;-5.44777
CP-7;13;10;-4.36171;-5.39861
CP-7;14;1;-5.41992;-6.57303
CP-7;14;2;-5.39014;-6.59342
CP-7;14;3;-5.05153;-6.35766
CP-7;14;4;-5.10225;-6.45195
CP-7;14;5;-4.95113;-6.26731
CP-7;14;6;-4.91398;-6.31479
CP-7;14;7;-5.06406;-6.3862
CP-7;14;8;-4.88208;-6.23697
CP-7;14;9;-4.80447;-6.46259
CP-7;14;10;-5.36041;-6.48984
CP-7;15;1;-5.7202;-7.07202
CP-7;15;2;-6.22716;-7.16918
CP-7;15;3;-6.02758;-6.95869
CP-7;15;4;-5.62642;-6.99407
CP-7;15;5;-5.4198;-6.57148
CP-7;15;6;-5.4149;-6.60004
CP-7;15;7;-6.36726;-7.25427
CP-7;15;8;-5.00373;-6.53971
CP-7;15;9;-5.23892;-6.36895
CP-7;15;10;-5.27414;-6.39512
CP-7;16;1;-5.64498;-6.78574
CP-7;16;2;-5.36748;-6.72729
CP-7;16;3;-5.82078;-6.8774
CP-7;16;4;-5.81207;-6.87384
CP-7;16;5;-5.79562;-6.9116
CP-7;16;6;-5.83245;-6.81584
CP-7;16;7;-5.80205;-6.89206
CP-7;16;8;-5.86904;-6.92097
CP-7;16;9;-4.8264;-6.56813
CP-7;16;10;-5.95133;-6.93249
CP-7;17;1;-6.66792;-7.82036
CP-7;17;2;-6.89401;-7.88772
CP-7;17;3;-6.60945;-7.84581
CP-7;17;4;-6.81602;-7.88477
CP-7;17;5;-5.63302;-7.11601
CP-7;17;6;-5.10645;-6.75936
CP-7;17;7;-6.76634;-7.92677
CP-7;17;8;-6.37647;-7.49586
CP-7;17;9;-5.16894;-6.9305
CP-7;17;10;-6.32977;-7.49221
CP-7;18;1;-5.22753;-6.27541
CP-7;18;2;-5.27055;-6.70304
CP-7;18;3;-5.76432;-6.54099
CP-7;18;4;-4.95243;-6.04562
CP-7;18;5;-5.3639;-6.47679
CP-7;18;6;-5.15412;-6.42781
CP-7;18;7;-5.63192;-6.83783
CP-7;18;8;-5.75105;-6.56818
CP-7;18;9;-5.47576;-6.50324
CP-7;18;10;-5.35849;-6.19973
CP-7;19;1;-6.17592;-7.0778
CP-7;19;2;-5.54861;-6.62854
CP-7;19;3;-5.57877;-6.66977
CP-7;19;4;-5.34146;-6.48568
CP-7;19;5;-5.52605;-6.59068
CP-7;19;6;-6.19894;-7.13141
CP-7;19;7;-5.81548;-6.66193
CP-7;19;8;-5.35173;-6.48943
CP-7;19;9;-6.15033;-7.09601
CP-7;19;10;-6.0392;-7.02784
CP-7;2;1;-5.58736;-6.72713
CP-7;2;2;-5.47929;-6.73328
CP-7;2;3;-5.36788;-6.51352
CP-7;2;4;-5.70946;-6.9789
CP-7;2;5;-5.71395;-7.05781
CP-7;2;6;-5.63309;-6.67307
CP-7;2;7;-5.18867;-6.54245
CP-7;2;8;-5.54041;-6.68593
CP-7;2;9;-5.59456;-6.92452
CP-7;2;10;-5.34882;-6.56506
CP-7;20;1;-5.20966;-6.90918
CP-7;20;2;-4.75817;-6.5412
CP-7;20;3;-5.54847;-7.00883
CP-7;20;4;-5.26266;-6.86424
CP-7;20;5;-5.19338;-6.81714
CP-7;20;6;-5.14263;-6.83687
CP-7;20;7;-5.59671;-7.04918
CP-7;20;8;-5.43546;-7.0466
CP-7;20;9;-5.27891;-6.86631
CP-7;20;10;-5.41274;-7.07197
CP-7;21;1;-6.54232;-7.64992
CP-7;21;2;-6.733;-7.66493
CP-7;21;3;-6.69818;-7.76451
CP-7;21;4;-6.84758;-7.66092
CP-7;21;5;-6.87593;-7.72453
CP-7;21;6;-6.82367;-7.64043
CP-7;21;7;-6.28795;-7.02744
CP-7;21;8;-6.86113;-7.67296
CP-7;21;9;-6.49709;-7.45604
CP-7;21;10;-6.72807;-7.67891
CP-7;22;1;-4.98846;-6.23503
CP-7;22;2;-5.04322;-6.31703
CP-7;22;3;-4.99385;-6.24679
CP-7;22;4;-5.15508;-6.32636
CP-7;22;5;-5.10104;-6.29759
CP-7;22;6;-4.97438;-6.10585
CP-7;22;7;-4.40938;-5.99476
CP-7;22;8;-5.02537;-6.2731
CP-7;22;9;-5.13819;-6.21561
CP-7;22;10;-5.03847;-6.30728
CP-7;23;1;-5.56327;-6.8582
CP-7;23;2;-5.6328;-6.90991
CP-7;23;3;-5.56225;-6.85945
CP-7;23;4;-5.14955;-6.66991
CP-7;23;5;-5.25478;-6.69138
CP-7;23;6;-5.57055;-6.84559
CP-7;23;7;-5.58526;-6.8716
CP-7;23;8;-5.15971;-6.67706
CP-7;23;9;-5.5656;-6.86046
CP-7;23;10;-5.08611;-6.58298
CP-7;24;1;-5.85194;-7.03231
CP-7;24;2;-6.39491;-7.27119
CP-7;24;3;-6.31396;-7.0654
CP-7;24;4;-6.41394;-7.13586
CP-7;24;5;-6.35235;-7.06548
CP-7;24;6;-5.81119;-6.99483
CP-7;24;7;-6.34907;-7.05273
CP-7;24;8;-6.37772;-7.24079
CP-7;24;9;-6.38634;-7.07742
CP-7;24;10;-6.06344;-7.18966
CP-7;25;1;-5.41754;-6.18155
CP-7;25;2;-5.48384;-6.17921
CP-7;25;3;-5.39775;-6.14327
CP-7;25;4;-5.20648;-5.99549
CP-7;25;5;-5.36191;-6.13281
CP-7;25;6;-5.41009;-6.14099
CP-7;25;7;-4.82605;-5.63254
CP-7;25;8;-5.4068;-6.16444
CP-7;25;9;-5.33242;-6.11422
CP-7;25;10;-5.41286;-6.13027
CP-7;26;1;-6.17478;-7.19547
CP-7;26;2;-6.12126;-7.15474
CP-7;26;3;-4.2307;-5.56058
CP-7;26;4;-6.19035;-7.16321
CP-7;26;5;-5.95054;-7.05567
CP-7;26;6;-5.95028;-7.06319
CP-7;26;7;-6.15767;-7.18976
CP-7;26;8;-6.02505;-7.01548
CP-7;26;9;-5.88854;-7.08874
CP-7;26;10;-5.95769;-7.08546
CP-7;27;1;-6.1934;-7.29772
CP-7;27;2;-6.36565;-7.3672
CP-7;27;3;-6.21185;-7.33579
CP-7;27;4;-5.62484;-6.94537
CP-7;27;5;-5.38782;-7.1446
CP-7;27;6;-6.11475;-7.26965
CP-7;27;7;-6.25207;-7.50428
CP-7;27;8;-6.47253;-7.82609
CP-7;27;9;-6.13087;-7.30642
CP-7;27;10;-5.57773;-6.7188
CP-7;28;1;-5.44305;-6.41043
CP-7;28;2;-5.5523;-6.54915
CP-7;28;3;-5.39272;-6.33273
CP-7;28;4;-5.58828;-6.46395
CP-7;28;5;-5.37688;-6.33898
CP-7;28;6;-5.72289;-6.68419
CP-7;28;7;-5.64824;-6.61651
CP-7;28;8;-5.73971;-6.69152
CP-7;28;9;-5.651;-6.61571
CP-7;28;10;-5.89583;-7.01109
CP-7;29;1;-8.88271;-9.89728
CP-7;29;2;-8.27079;-9.36766
CP-7;29;3;-9.27273;-10.2558
CP-7;29;4;-8.84072;-9.76061
CP-7;29;5;-6.82451;-8.39896
CP-7;29;6;-8.21832;-9.29802
CP-7;29;7;-6.94275;-8.49624
CP-7;29;8;-6.91699;-8.44953
CP-7;29;9;-8.3887;-9.50832
CP-7;29;10;-9.18771;-10.0375
CP-7;3;1;-5.8476;-7.17655
CP-7;3;2;-6.12855;-7.52734
CP-7;3;3;-5.82918;-7.21386
CP-7;3;4;-5.74659;-7.20034
CP-7;3;5;-5.95849;-7.34962
CP-7;3;6;-6.02837;-7.45691
CP-7;3;7;-5.92514;-7.36212
CP-7;3;8;-6.04719;-7.48804
CP-7;3;9;-5.86141;-7.1652
CP-7;3;10;-5.91887;-7.05953
CP-7;30;1;-5.60705;-6.80489
CP-7;30;2;-5.57409;-6.92821
CP-7;30;3;-5.66875;-6.97656
CP-7;30;4;-5.63692;-6.86778
CP-7;30;5;-6.14395;-7.45191
CP-7;30;6;-5.57473;-6.85291
CP-7;30;7;-5.549;-6.97306
CP-7;30;8;-5.55099;-6.8424
CP-7;30;9;-5.58211;-6.84492
CP-7;30;10;-5.46776;-6.86767
CP-7;31;1;-4.8138;-5.86733
CP-7;31;2;-5.32961;-6.31345
CP-7;31;3;-5.94664;-6.89334
CP-7;31;4;-5.34327;-6.31657
CP-7;31;5;-5.38054;-6.34948
CP-7;31;6;-5.33674;-6.30652
CP-7;31;7;-5.3538;-6.3335
CP-7;31;8;-5.30676;-6.29142
CP-7;31;9;-5.33944;-6.29789
CP-7;31;10;-5.36543;-6.32062
CP-7;32;1;-6.69022;-7.6565
CP-7;32;2;-6.64063;-7.61225
CP-7;32;3;-5.89819;-6.8684
CP-7;32;4;-5.89102;-6.8536
CP-7;32;5;-5.88938;-6.85829
CP-7;32;6;-5.87875;-6.83181
CP-7;32;7;-5.88634;-6.85624
CP-7;32;8;-5.89479;-6.86715
CP-7;32;9;-5.90227;-6.86391
CP-7;32;10;-5.88882;-6.86054
CP-7;33;1;-5.66915;-7.1657
CP-7;33;2;-5.51989;-6.96608
CP-7;33;3;-6.12071;-7.05219
CP-7;33;4;-5.89599;-6.80408
CP-7;33;5;-5.26407;-6.72772
CP-7;33;6;-5.34263;-6.75203
CP-7;33;7;-5.50768;-6.93955
CP-7;33;8;-6.15746;-7.06678
CP-7;33;9;-5.52905;-6.89518
CP-7;33;10;-5.40008;-6.83926
CP-7;34;1;-5.1116;-6.35867
CP-7;34;2;-5.42731;-6.47306
CP-7;34;3;-5.0297;-6.32513
CP-7;34;4;-5.59318;-6.59592
CP-7;34;5;-5.68926;-6.7406
CP-7;34;6;-5.1845;-6.37998
CP-7;34;7;-4.94972;-6.27253
CP-7;34;8;-5.37709;-6.37943
CP-7;34;9;-5.69207;-6.65247
CP-7;34;10;-4.96156;-6.27591
CP-7;35;1;-5.77634;-6.84974
CP-7;35;2;-5.60398;-6.6784
CP-7;35;3;-6.24995;-7.08938
CP-7;35;4;-5.57208;-6.64906
CP-7;35;5;-5.60854;-6.66542
CP-7;35;6;-6.14893;-7.08459
CP-7;35;7;-5.92467;-6.93763
CP-7;35;8;-6.20296;-7.15743
CP-7;35;9;-5.59394;-6.67831
CP-7;35;10;-5.86471;-6.82958
CP-7;36;1;-5.02029;-6.23246
CP-7;36;2;-5.08341;-6.27117
CP-7;36;3;-5.08994;-5.99695
CP-7;36;4;-4.81237;-5.99589
CP-7;36;5;-5.2424;-6.08211
CP-7;36;6;-5.09453;-5.98373
CP-7;36;7;-4.70749;-6.21393
CP-7;36;8;-5.20223;-6.07187
CP-7;36;9;-4.84298;-5.96417
CP-7;36;10;-5.12861;-6.03012
CP-7;37;1;-4.67435;-5.54505
CP-7;37;2;-4.61073;-5.97538
CP-7;37;3;-4.83621;-5.99117
CP-7;37;4;-4.86986;-5.98828
CP-7;37;5;-4.73968;-5.91848
CP-7;37;6;-4.86381;-6.06786
CP-7;37;7;-4.75244;-5.92455
CP-7;37;8;-4.85347;-5.98095
CP-7;37;9;-4.91606;-6.04179
CP-7;37;10;-4.90075;-6.07885
CP-7;38;1;-4.85384;-5.71499
CP-7;38;2;-5.05959;-6.16304
CP-7;38;3;-5.05645;-6.16872
CP-7;38;4;-4.8733;-5.98129
CP-7;38;5;-5.0369;-6.15096
CP-7;38;6;-5.0374;-6.15212
CP-7;38;7;-4.73298;-5.92708
CP-7;38;8;-5.04294;-6.15376
CP-7;38;9;-5.03801;-6.15479
CP-7;38;10;-5.06465;-6.17517
CP-7;39;1;-4.4718;-6.07826
CP-7;39;2;-5.18677;-6.19205
CP-7;39;3;-5.04123;-6.10912
CP-7;39;4;-4.4648;-6.05495
CP-7;39;5;-4.33006;-5.96606
CP-7;39;6;-4.34882;-5.97901
CP-7;39;7;-4.63219;-6.05544
CP-7;39;8;-4.37587;-5.96961
CP-7;39;9;-4.45987;-6.08569
CP-7;39;10;-4.44274;-6.0946
CP-7;4;1;-5.30638;-6.39601
CP-7;4;2;-5.46817;-6.51324
CP-7;4;3;-5.54425;-6.51868
CP-7;4;4;-5.45071;-6.2059
CP-7;4;5;-5.34362;-6.4767
CP-7;4;6;-5.38521;-6.56424
CP-7;4;7;-5.32704;-6.12658
CP-7;4;8;-5.46038;-6.4905
CP-7;4;9;-5.43658;-6.50321
CP-7;4;10;-5.53767;-6.51398
CP-7;40;1;-5.71078;-6.8520200000000004
CP-7;40;2;-5.65019;-6.8551
CP-7;40;3;-5.7266;-6.85529
CP-7;40;4;-5.57918;-6.78559
CP-7;40;5;-5.7975;-6.84004
CP-7;40;6;-5.69055;-6.90115
CP-7;40;7;-5.62915;-6.8378
CP-7;40;8;-5.74587;-6.87069
CP-7;40;9;-5.69919;-6.87293
CP-7;40;10;-5.66885;-6.88031
CP-7;41;1;-5.57371;-6.76114
CP-7;41;2;-5.55663;-6.75133
CP-7;41;3;-5.54367;-6.82389
CP-7;41;4;-5.60536;-6.77276
CP-7;41;5;-5.5378;-6.7994
CP-7;41;6;-5.55381;-6.76464
CP-7;41;7;-5.57867;-6.84932
CP-7;41;8;-5.55655;-6.78352
CP-7;41;9;-5.54239;-6.82365
CP-7;41;10;-5.56343;-6.78658
CP-7;42;1;-5.44529;-6.13769
CP-7;42;2;-5.98078;-6.99069
CP-7;42;3;-6.00792;-6.91337
CP-7;42;4;-6.00168;-7.00382
CP-7;42;5;-5.93019;-6.81644
CP-7;42;6;-6.00965;-6.91113
CP-7;42;7;-5.98596;-6.88236
CP-7;42;8;-5.56642;-6.4015
CP-7;42;9;-5.43091;-6.24529
CP-7;42;10;-6.01026;-6.91868
CP-7;43;1;-5.09846;-5.95163
CP-7;43;2;-5.51569;-6.8183
CP-7;43;3;-5.57234;-6.85129
CP-7;43;4;-4.73523;-5.99737
CP-7;43;5;-5.54243;-6.84269
CP-7;43;6;-5.54043;-6.83855
CP-7;43;7;-5.5817;-6.86152
CP-7;43;8;-5.1481;-6.00687
CP-7;43;9;-5.42195;-6.60085
CP-7;43;10;-5.10767;-6.01003
CP-7;44;1;-5.3128;-6.3137
CP-7;44;2;-4.76244;-5.73048
CP-7;44;3;-5.44156;-6.39216
CP-7;44;4;-5.0489;-5.9233
CP-7;44;5;-5.43755;-6.40184
CP-7;44;6;-4.9806;-5.86826
CP-7;44;7;-4.98767;-5.8804
CP-7;44;8;-5.08704;-5.97019
CP-7;44;9;-4.78918;-6.01237
CP-7;44;10;-5.04025;-5.90143
CP-7;45;1;-5.85444;-7.24013
CP-7;45;2;-6.41675;-7.58201
CP-7;45;3;-5.87308;-7.19128
CP-7;45;4;-5.54945;-6.99223
CP-7;45;5;-6.56007;-7.62667
CP-7;45;6;-6.34793;-7.41379
CP-7;45;7;-5.86485;-7.07947
CP-7;45;8;-6.53484;-7.52863
CP-7;45;9;-6.0056;-7.26262
CP-7;45;10;-6.61182;-7.60678
CP-7;46;1;-5.94471;-6.96518
CP-7;46;2;-4.83511;-6.36835
CP-7;46;3;-6.13176;-7.2593
CP-7;46;4;-6.2214;-7.35893
CP-7;46;5;-5.71481;-6.59476
CP-7;46;6;-4.55207;-5.87157
CP-7;46;7;-5.33596;-7.0081
CP-7;46;8;-5.25342;-6.96451
CP-7;46;9;-6.0254200000000004;-6.81186
CP-7;46;10;-6.1816700000000004;-6.93373
CP-7;47;1;-4.25184;-5.72651
CP-7;47;2;-4.25561;-5.65048
CP-7;47;3;-4.09368;-5.29826
CP-7;47;4;-4.60015;-5.80601
CP-7;47;5;-4.55246;-5.48542
CP-7;47;6;-4.63309;-5.48783
CP-7;47;7;-4.06823;-5.64599
CP-7;47;8;-4.16901;-5.64804
CP-7;47;9;-4.21254;-5.57429
CP-7;47;10;-4.15148;-5.70347
CP-7;48;1;-6.55449;-7.84396
CP-7;48;2;-6.42307;-7.64037
CP-7;48;3;-6.32458;-7.84877
CP-7;48;4;-5.23336;-6.94081
CP-7;48;5;-4.8725;-6.98581
CP-7;48;6;-5.82979;-6.93845
CP-7;48;7;-5.48769;-7.247
CP-7;48;8;-6.41404;-7.69107
CP-7;48;9;-6.32459;-7.3735
CP-7;48;10;-6.30666;-7.88754
CP-7;49;1;-6.19936;-6.87969
CP-7;49;2;-6.27053;-7.03293
CP-7;49;3;-6.049;-6.97017
CP-7;49;4;-6.24272;-6.99235
CP-7;49;5;-5.92903;-6.95893
CP-7;49;6;-6.31663;-7.02108
CP-7;49;7;-6.30811;-7.05931
CP-7;49;8;-6.23964;-6.98133
CP-7;49;9;-6.55476;-7.30859
CP-7;49;10;-6.2519;-7.01946
CP-7;5;1;-5.45116;-6.34844
CP-7;5;2;-5.43393;-6.30807
CP-7;5;3;-5.01635;-6.16195
CP-7;5;4;-5.16765;-6.253
CP-7;5;5;-5.06969;-6.04348
CP-7;5;6;-4.92927;-6.08965
CP-7;5;7;-5.05059;-6.20713
CP-7;5;8;-5.06789;-6.20644
CP-7;5;9;-5.23824;-6.29128
CP-7;5;10;-4.47529;-5.37493
CP-7;50;1;-5.25211;-6.46886
CP-7;50;2;-5.45352;-6.46069
CP-7;50;3;-5.26344;-6.01306
CP-7;50;4;-5.42734;-6.44448
CP-7;50;5;-5.08681;-6.00795
CP-7;50;6;-4.08151;-5.45877
CP-7;50;7;-4.00067;-5.27312
CP-7;50;8;-4.80982;-5.70851
CP-7;50;9;-5.22413;-6.18039
CP-7;50;10;-5.37805;-6.46417
CP-7;6;1;-4.88364;-5.92619
CP-7;6;2;-5.42384;-6.28656
CP-7;6;3;-5.33229;-6.3396
CP-7;6;4;-6.06447;-6.84711
CP-7;6;5;-5.30851;-6.32249
CP-7;6;6;-5.55065;-6.42077
CP-7;6;7;-5.3252;-6.32707
CP-7;6;8;-5.24193;-6.17561
CP-7;6;9;-6.08627;-6.83886
CP-7;6;10;-5.46367;-6.28828
CP-7;7;1;-4.9372;-6.42972
CP-7;7;2;-5.25603;-6.46921
CP-7;7;3;-5.18345;-6.48984
CP-7;7;4;-5.3567;-6.52534
CP-7;7;5;-4.98315;-6.46879
CP-7;7;6;-5.13255;-6.60916
CP-7;7;7;-5.06307;-6.40468
CP-7;7;8;-4.86599;-6.45207
CP-7;7;9;-5.07604;-6.74082
CP-7;7;10;-5.24893;-6.91936
CP-7;8;1;-5.81756;-6.86416
CP-7;8;2;-6.42144;-7.31678
CP-7;8;3;-5.57926;-6.77048
CP-7;8;4;-6.02213;-6.89217
CP-7;8;5;-6.30073;-7.29158
CP-7;8;6;-6.2581;-7.2257
CP-7;8;7;-5.73221;-6.7947
CP-7;8;8;-5.53054;-6.74689
CP-7;8;9;-6.19245;-7.17938
CP-7;8;10;-6.41842;-7.31186
CP-7;9;1;-4.69594;-5.39909
CP-7;9;2;-7.41362;-8.2165
CP-7;9;3;-5.07457;-5.80933
CP-7;9;4;-4.33605;-5.41203
CP-7;9;5;-5.1715;-5.95649
CP-7;9;6;-5.08003;-5.92433
CP-7;9;7;-4.96354;-5.57684
CP-7;9;8;-4.27789;-5.73099
CP-7;9;9;-5.04405;-5.77749
CP-7;9;10;-5.14315;-5.82376
CP-8;0;1;-8.46172;-9.74058
CP-8;0;2;-8.72311;-9.77496
CP-8;0;3;-8.96335;-9.75518
CP-8;0;4;-8.72371;-9.73629
CP-8;0;5;-8.92793;-9.93804
CP-8;0;6;-8.38311;-9.59483
CP-8;0;7;-8.89185;-9.85993
CP-8;0;8;-8.47043;-9.67641
CP-8;0;9;-9.15156;-10.2335
CP-8;0;10;-7.95345;-8.99903
CP-8;1;1;-5.08264;-6.23425
CP-8;1;2;-6.35019;-6.85483
CP-8;1;3;-5.27141;-6.409
CP-8;1;4;-4.72125;-5.89192
CP-8;1;5;-5.01835;-6.21135
CP-8;1;6;-5.25004;-6.38012
CP-8;1;7;-5.06055;-6.18269
CP-8;1;8;-6.30289;-6.77609
CP-8;1;9;-5.1627;-6.30887
CP-8;1;10;-5.18635;-6.34099
CP-8;10;1;-7.49238;-8.29599
CP-8;10;2;-7.27411;-8.62206
CP-8;10;3;-7.55935;-8.48941
CP-8;10;4;-7.54436;-8.68473
CP-8;10;5;-7.4129;-7.79326
CP-8;10;6;-6.91901;-8.43108
CP-8;10;7;-7.90818;-8.85155
CP-8;10;8;-7.50199;-8.49476
CP-8;10;9;-7.48572;-8.29815
CP-8;10;10;-7.73433;-8.44558
CP-8;11;1;-5.41317;-6.55758
CP-8;11;2;-4.97587;-6.23379
CP-8;11;3;-4.65988;-5.98666
CP-8;11;4;-5.11656;-6.04396
CP-8;11;5;-5.29258;-6.50998
CP-8;11;6;-4.49698;-5.68952
CP-8;11;7;-3.92769;-5.61124
CP-8;11;8;-5.8392;-6.52889
CP-8;11;9;-5.30201;-6.55374
CP-8;11;10;-4.93118;-6.73189
CP-8;12;1;-4.86751;-5.77582
CP-8;12;2;-4.37439;-5.63055
CP-8;12;3;-5.16706;-6.28823
CP-8;12;4;-5.09777;-5.98821
CP-8;12;5;-5.01356;-5.97359
CP-8;12;6;-4.9412;-6.06997
CP-8;12;7;-4.8908;-5.94239
CP-8;12;8;-4.54253;-5.61222
CP-8;12;9;-5.1947;-6.07409
CP-8;12;10;-4.43541;-5.5355
CP-8;13;1;-4.99779;-6.2155
CP-8;13;2;-5.19973;-5.65467
CP-8;13;3;-5.3801;-6.63741
CP-8;13;4;-5.27031;-6.24305
CP-8;13;5;-4.86515;-6.32195
CP-8;13;6;-4.0114;-5.29306
CP-8;13;7;-3.76605;-5.12974
CP-8;13;8;-4.50148;-5.70323
CP-8;13;9;-4.39012;-5.9516
CP-8;13;10;-5.36379;-6.52403
CP-8;14;1;-7.94786;-8.26621
CP-8;14;2;-6.75252;-7.59979
CP-8;14;3;-5.61629;-6.90832
CP-8;14;4;-7.82271;-8.13066
