Ligand;Grid;Run;dG;VS
CP-11;36;8;-4.91232;-6.24447
CP-11;36;9;-5.09649;-6.36453
CP-11;36;10;-5.03565;-6.25404
CP-11;37;1;-4.31735;-5.993
CP-11;37;2;-4.80414;-6.19028
CP-11;37;3;-4.24394;-5.53423
CP-11;37;4;-4.77029;-6.0223
CP-11;37;5;-4.25575;-5.72288
CP-11;37;6;-4.72256;-5.8413
CP-11;37;7;-4.58773;-5.82542
CP-11;37;8;-4.44778;-5.55317
CP-11;37;9;-4.82115;-6.29673
CP-11;37;10;-4.11355;-5.82932
CP-11;38;1;-4.24544;-5.27659
CP-11;38;2;-4.17087;-5.32041
CP-11;38;3;-4.75668;-5.79219
CP-11;38;4;-4.59341;-5.57452
CP-11;38;5;-4.55132;-5.54558
CP-11;38;6;-4.57884;-5.5603
CP-11;38;7;-4.43767;-5.44272
CP-11;38;8;-4.33632;-5.61058
CP-11;38;9;-4.55523;-5.56674
CP-11;38;10;-4.42998;-5.60083
CP-11;39;1;-3.99308;-5.41244
CP-11;39;2;-4.47826;-5.74698
CP-11;39;3;-4.81146;-5.9837
CP-11;39;4;-4.6775;-5.90998
CP-11;39;5;-4.47969;-5.70401
CP-11;39;6;-4.60515;-5.84891
CP-11;39;7;-4.66865;-5.92675
CP-11;39;8;-4.40562;-5.67854
CP-11;39;9;-4.55306;-5.86296
CP-11;39;10;-4.4801;-5.71581
CP-11;4;1;-4.93387;-6.36497
CP-11;4;2;-4.71735;-6.34416
CP-11;4;3;-4.96915;-6.39546
CP-11;4;4;-4.95675;-6.40677
CP-11;4;5;-4.97409;-6.3688
CP-11;4;6;-5.0597;-6.46179
CP-11;4;7;-4.74141;-6.23329
CP-11;4;8;-5.14445;-6.74728
CP-11;4;9;-4.85432;-5.99705
CP-11;4;10;-4.84495;-6.15594
CP-11;40;1;-4.01331;-5.52045
CP-11;40;2;-4.67451;-6.19551
CP-11;40;3;-5.3029;-6.65476
CP-11;40;4;-5.02381;-6.41278
CP-11;40;5;-4.34356;-6.14504
CP-11;40;6;-4.76931;-6.04129
CP-11;40;7;-4.60689;-5.94134
CP-11;40;8;-4.59151;-5.9279
CP-11;40;9;-4.63041;-6.01713
CP-11;40;10;-4.81193;-6.49987
CP-11;41;1;-4.1466;-5.54459
CP-11;41;2;-4.5008;-5.69018
CP-11;41;3;-4.33036;-5.43723
CP-11;41;4;-4.29874;-5.81084
CP-11;41;5;-3.98029;-5.45786
CP-11;41;6;-4.35344;-5.74923
CP-11;41;7;-4.5282;-5.6707
CP-11;41;8;-4.00576;-5.49709
CP-11;41;9;-4.53733;-5.59449
CP-11;41;10;-4.50019;-5.65645
CP-11;42;1;-5.07431;-6.00224
CP-11;42;2;-4.53983;-6.03346
CP-11;42;3;-4.6822;-5.6049
CP-11;42;4;-4.50096;-5.45106
CP-11;42;5;-4.69293;-6.01864
CP-11;42;6;-4.96513;-5.82711
CP-11;42;7;-4.2207;-6.0981
CP-11;42;8;-4.23854;-6.11799
CP-11;42;9;-4.68229;-5.85553
CP-11;42;10;-4.09937;-5.38704
CP-11;43;1;-4.8381;-6.47326
CP-11;43;2;-4.83846;-6.0979
CP-11;43;3;-4.26316;-5.93546
CP-11;43;4;-4.1796;-5.52547
CP-11;43;5;-4.79555;-6.0513
CP-11;43;6;-4.49825;-6.10594
CP-11;43;7;-4.32818;-5.72452
CP-11;43;8;-4.61442;-5.73925
CP-11;43;9;-4.74785;-5.874
CP-11;43;10;-4.70662;-5.86208
CP-11;44;1;-4.5915;-6.07
CP-11;44;2;-4.40081;-6.02956
CP-11;44;3;-4.41423;-5.85416
CP-11;44;4;-4.62125;-6.25811
CP-11;44;5;-4.51101;-5.94538
CP-11;44;6;-4.58946;-6.14441
CP-11;44;7;-4.49942;-6.12675
CP-11;44;8;-4.45298;-6.05732
CP-11;44;9;-4.88014;-6.07022
CP-11;44;10;-3.98387;-6.17573
CP-11;45;1;-5.84904;-7.28892
CP-11;45;2;-6.07885;-7.34738
CP-11;45;3;-6.3805;-7.34734
CP-11;45;4;-5.94792;-7.38069
CP-11;45;5;-5.85701;-7.09716
CP-11;45;6;-4.89595;-6.37953
CP-11;45;7;-5.97389;-7.27329
CP-11;45;8;-4.85088;-6.37838
CP-11;45;9;-5.91083;-7.26611
CP-11;45;10;-6.03309;-7.31374
CP-11;46;1;-5.60396;-7.15957
CP-11;46;2;-5.25532;-6.64627
CP-11;46;3;-5.14338;-6.4742
CP-11;46;4;-5.1191700000000004;-6.43949
CP-11;46;5;-4.77277;-6.22276
CP-11;46;6;-5.64971;-7.19719
CP-11;46;7;-5.15352;-6.60719
CP-11;46;8;-5.16897;-6.49766
CP-11;46;9;-5.15414;-6.48017
CP-11;46;10;-5.73085;-7.02788
CP-11;47;1;-4.51925;-5.88974
CP-11;47;2;-4.8056;-6.14811
CP-11;47;3;-4.49082;-5.87281
CP-11;47;4;-4.45006;-5.85191
CP-11;47;5;-4.99917;-6.35883
CP-11;47;6;-4.68666;-6.01519
CP-11;47;7;-4.53251;-5.72939
CP-11;47;8;-4.51827;-5.79934
CP-11;47;9;-5.08596;-6.48516
CP-11;47;10;-4.54747;-5.73081
CP-11;48;1;-5.71202;-7.46266
CP-11;48;2;-4.91523;-6.49504
CP-11;48;3;-5.24723;-7.24539
CP-11;48;4;-6.05623;-7.79916
CP-11;48;5;-5.69734;-7.41194
CP-11;48;6;-6.06979;-7.52411
CP-11;48;7;-5.90933;-7.46941
CP-11;48;8;-6.12063;-7.47091
CP-11;48;9;-5.83934;-7.3615
CP-11;48;10;-5.77289;-7.52445
CP-11;49;1;-5.60368;-6.94287
CP-11;49;2;-5.42484;-6.66491
CP-11;49;3;-5.78406;-6.86977
CP-11;49;4;-4.64676;-6.20759
CP-11;49;5;-4.70328;-6.21885
CP-11;49;6;-5.31232;-6.48743
CP-11;49;7;-5.36356;-6.68118
CP-11;49;8;-5.76019;-6.92477
CP-11;49;9;-5.1696;-6.49378
CP-11;49;10;-5.30509;-6.46173
CP-11;5;1;-4.78896;-6.04025
CP-11;5;2;-4.88299;-6.1473
CP-11;5;3;-4.97239;-6.16721
CP-11;5;4;-5.2132;-6.689
CP-11;5;5;-4.63211;-6.10892
CP-11;5;6;-4.9473;-6.20545
CP-11;5;7;-5.05602;-6.30021
CP-11;5;8;-4.90726;-6.12459
CP-11;5;9;-4.95939;-6.06367
CP-11;5;10;-5.04116;-6.27966
CP-11;50;1;-4.63586;-6.53445
CP-11;50;2;-5.92925;-8.00929
CP-11;50;3;-4.39495;-5.62288
CP-11;50;4;-4.42512;-6.40896
CP-11;50;5;-4.31688;-6.13117
CP-11;50;6;-4.811;-6.73466
CP-11;50;7;-5.87216;-7.95832
CP-11;50;8;-5.80327;-7.78909
CP-11;50;9;-4.41919;-5.89066
CP-11;50;10;-4.90892;-6.61078
CP-11;6;1;-4.55289;-5.82553
CP-11;6;2;-4.60474;-5.81563
CP-11;6;3;-4.76096;-6.0336
CP-11;6;4;-4.43957;-5.60936
CP-11;6;5;-4.88387;-6.08258
CP-11;6;6;-5.08651;-6.37814
CP-11;6;7;-4.43757;-5.6073
CP-11;6;8;-4.72579;-5.93729
CP-11;6;9;-4.84539;-6.02326
CP-11;6;10;-4.63255;-5.96013
CP-11;7;1;-5.23662;-6.53686
CP-11;7;2;-4.52513;-5.85011
CP-11;7;3;-5.1157;-6.83503
CP-11;7;4;-3.78892;-5.77559
CP-11;7;5;-4.72742;-6.64371
CP-11;7;6;-5.08853;-6.47677
CP-11;7;7;-5.34327;-6.59399
CP-11;7;8;-5.03571;-6.52588
CP-11;7;9;-5.12573;-6.55518
CP-11;7;10;-5.05744;-6.58807
CP-11;8;1;-5.16432;-6.10564
CP-11;8;2;-4.76034;-5.8757
CP-11;8;3;-4.96467;-6.30885
CP-11;8;4;-4.74074;-6.14765
CP-11;8;5;-5.17981;-6.09694
CP-11;8;6;-5.14122;-6.08395
CP-11;8;7;-5.0426;-6.20571
CP-11;8;8;-5.12055;-6.25855
CP-11;8;9;-5.39374;-6.35277
CP-11;8;10;-5.14638;-6.1315
CP-11;9;1;-5.279;-6.41625
CP-11;9;2;-4.38834;-5.80091
CP-11;9;3;-5.23855;-6.33328
CP-11;9;4;-3.99785;-5.57406
CP-11;9;5;-5.27714;-6.33155
CP-11;9;6;-4.60085;-6.03603
CP-11;9;7;-5.4333;-6.39259
CP-11;9;8;-4.25435;-5.76127
CP-11;9;9;-5.34053;-6.41887
CP-11;9;10;-5.33619;-6.39904
CP-2;0;1;-7.02772;-8.10633
CP-2;0;2;-7.10375;-8.32741
CP-2;0;3;-7.00605;-8.14624
CP-2;0;4;-7.95106;-9.11525
CP-2;0;5;-8.57777;-9.48645
CP-2;0;6;-7.47218;-8.51123
CP-2;0;7;-7.24577;-8.49365
CP-2;0;8;-7.64717;-8.7086
CP-2;0;9;-7.19073;-8.39009
CP-2;0;10;-8.15394;-9.05478
CP-2;1;1;-4.95599;-5.90937
CP-2;1;2;-4.80974;-6.01891
CP-2;1;3;-5.04941;-5.74624
CP-2;1;4;-5.11244;-5.97339
CP-2;1;5;-4.62969;-5.46014
CP-2;1;6;-4.78634;-5.96979
CP-2;1;7;-5.10627;-6.24856
CP-2;1;8;-4.95869;-5.90843
CP-2;1;9;-4.82613;-5.60471
CP-2;1;10;-4.77494;-5.90812
CP-2;10;1;-6.59348;-7.57757
CP-2;10;2;-6.34217;-7.61291
CP-2;10;3;-7.00543;-8.04453
CP-2;10;4;-7.07115;-8.0732
CP-2;10;5;-6.46077;-7.69834
CP-2;10;6;-6.91483;-7.95148
CP-2;10;7;-7.02196;-8.11462
CP-2;10;8;-6.35151;-7.60936
CP-2;10;9;-6.11938;-7.25215
CP-2;10;10;-7.03883;-8.16113
CP-2;11;1;-3.73178;-5.16511
CP-2;11;2;-4.39068;-5.6161
CP-2;11;3;-4.04262;-5.4522
CP-2;11;4;-4.0351;-5.49462
CP-2;11;5;-4.37665;-5.42054
CP-2;11;6;-4.07631;-5.59719
CP-2;11;7;-4.5404;-5.74325
CP-2;11;8;-4.53766;-5.86868
CP-2;11;9;-4.86154;-6.08677
CP-2;11;10;-4.43934;-5.68503
CP-2;12;1;-4.77796;-5.75499
CP-2;12;2;-4.80397;-5.80837
CP-2;12;3;-4.84063;-5.83888
CP-2;12;4;-4.60542;-5.65762
CP-2;12;5;-4.88044;-5.85581
CP-2;12;6;-5.00087;-5.87593
CP-2;12;7;-4.90214;-5.81894
CP-2;12;8;-4.85425;-5.76725
CP-2;12;9;-4.84056;-5.80336
CP-2;12;10;-4.78733;-5.6534
CP-2;13;1;-4.50311;-5.67146
CP-2;13;2;-3.4845;-4.7381
CP-2;13;3;-4.51232;-5.6425
CP-2;13;4;-4.28785;-5.16707
CP-2;13;5;-3.86996;-5.32608
CP-2;13;6;-4.89792;-5.99236
CP-2;13;7;-4.45064;-5.46735
CP-2;13;8;-3.53375;-4.82089
CP-2;13;9;-3.81447;-5.08934
CP-2;13;10;-4.90464;-6.08721
CP-2;14;1;-5.62747;-7.06954
CP-2;14;2;-5.429;-6.38957
CP-2;14;3;-5.732;-7.16722
CP-2;14;4;-5.81425;-6.92499
CP-2;14;5;-5.33891;-6.35213
CP-2;14;6;-5.47821;-6.95644
CP-2;14;7;-5.49298;-6.90216
CP-2;14;8;-5.61693;-6.90505
CP-2;14;9;-5.66294;-7.00994
CP-2;14;10;-5.6314;-6.87562
CP-2;15;1;-4.4947;-6.17589
CP-2;15;2;-4.18961;-5.97033
CP-2;15;3;-5.63159;-6.58358
CP-2;15;4;-4.21167;-5.99232
CP-2;15;5;-5.11909;-6.25807
CP-2;15;6;-3.9764;-5.63889
CP-2;15;7;-5.84653;-6.75254
CP-2;15;8;-4.1809;-6.03171
CP-2;15;9;-4.32002;-6.0201
CP-2;15;10;-4.29993;-6.00684
CP-2;16;1;-5.38251;-6.36474
CP-2;16;2;-5.51773;-6.47146
CP-2;16;3;-5.52371;-6.45875
CP-2;16;4;-5.23742;-6.34713
CP-2;16;5;-5.49615;-6.47975
CP-2;16;6;-5.53348;-6.48729
CP-2;16;7;-5.58527;-6.49972
CP-2;16;8;-5.40415;-6.36433
CP-2;16;9;-5.51779;-6.48644
CP-2;16;10;-5.61113;-6.48871
CP-2;17;1;-6.0995;-6.74777
CP-2;17;2;-6.00637;-6.80785
CP-2;17;3;-5.83808;-6.82654
CP-2;17;4;-5.97121;-6.68529
CP-2;17;5;-5.97266;-6.67807
CP-2;17;6;-6.06035;-6.77372
CP-2;17;7;-6.07126;-6.74034
CP-2;17;8;-5.53735;-6.55009
CP-2;17;9;-6.54394;-7.3727
CP-2;17;10;-5.82338;-6.60315
CP-2;18;1;-5.5028;-6.5754
CP-2;18;2;-5.67008;-6.63845
CP-2;18;3;-5.80263;-6.6219
CP-2;18;4;-5.74175;-6.96618
CP-2;18;5;-6.00818;-6.7839
CP-2;18;6;-6.10262;-7.03188
CP-2;18;7;-6.17661;-7.09741
CP-2;18;8;-5.74384;-6.92578
CP-2;18;9;-5.74324;-6.92391
CP-2;18;10;-6.05434;-6.95225
CP-2;19;1;-4.70029;-6.01358
CP-2;19;2;-5.7501;-6.5405
CP-2;19;3;-5.18484;-6.07088
CP-2;19;4;-5.4975;-6.38338
CP-2;19;5;-5.62402;-6.42123
CP-2;19;6;-5.35491;-6.39594
CP-2;19;7;-5.26638;-6.16474
CP-2;19;8;-5.06118;-5.88318
CP-2;19;9;-5.37554;-6.43844
CP-2;19;10;-5.28308;-6.3044
CP-2;2;1;-5.77632;-6.67754
CP-2;2;2;-5.64826;-6.77341
CP-2;2;3;-5.63311;-6.44093
CP-2;2;4;-6.00336;-6.78112
CP-2;2;5;-5.3169;-6.36657
CP-2;2;6;-5.52187;-6.46227
CP-2;2;7;-5.41867;-6.55511
CP-2;2;8;-6.02988;-6.92828
CP-2;2;9;-6.04592;-6.86112
CP-2;2;10;-5.59075;-6.56814
CP-2;20;1;-3.68788;-5.42114
CP-2;20;2;-4.88424;-6.28119
CP-2;20;3;-4.89614;-6.37231
CP-2;20;4;-4.91776;-6.38834
CP-2;20;5;-4.00521;-5.5022
CP-2;20;6;-3.5948;-5.36039
CP-2;20;7;-4.96429;-6.67034
CP-2;20;8;-3.44009;-5.27059
CP-2;20;9;-4.77317;-6.19192
CP-2;20;10;-4.64924;-6.39011
CP-2;21;1;-5.40455;-6.29793
CP-2;21;2;-5.96367;-6.68071
CP-2;21;3;-5.98077;-6.94855
CP-2;21;4;-5.47156;-6.69053
CP-2;21;5;-5.58272;-6.73113
CP-2;21;6;-5.56565;-6.70597
CP-2;21;7;-5.53623;-6.60869
CP-2;21;8;-5.46178;-6.5885
CP-2;21;9;-5.52286;-6.66404
CP-2;21;10;-5.47197;-6.7095
CP-2;22;1;-4.96189;-5.92689
CP-2;22;2;-5.03399;-5.98262
CP-2;22;3;-5.125;-6.08035
CP-2;22;4;-4.59141;-5.83132
CP-2;22;5;-4.99664;-6.07273
CP-2;22;6;-5.16823;-6.11339
CP-2;22;7;-4.994;-6.15852
CP-2;22;8;-4.91927;-5.96962
CP-2;22;9;-4.68926;-5.9053
CP-2;22;10;-4.53099;-5.53763
CP-2;23;1;-5.4995;-6.60494
CP-2;23;2;-5.28331;-6.20494
CP-2;23;3;-5.49863;-6.49656
CP-2;23;4;-5.59931;-6.57641
CP-2;23;5;-4.95293;-6.29739
CP-2;23;6;-5.21868;-6.34921
CP-2;23;7;-5.1723;-6.31512
CP-2;23;8;-5.28282;-6.30427
CP-2;23;9;-5.41393;-6.41251
CP-2;23;10;-5.34488;-6.33367
CP-2;24;1;-6.12269;-6.95522
CP-2;24;2;-5.78962;-6.86731
CP-2;24;3;-6.12826;-6.81169
CP-2;24;4;-6.83533;-7.68309
CP-2;24;5;-6.64428;-7.40642
CP-2;24;6;-6.2757;-7.15903
CP-2;24;7;-5.99218;-7.19983
CP-2;24;8;-5.80025;-6.79135
CP-2;24;9;-6.23014;-6.93188
CP-2;24;10;-5.63198;-6.60578
CP-2;25;1;-4.71208;-5.77784
CP-2;25;2;-4.62481;-5.67179
CP-2;25;3;-4.95393;-5.64608
CP-2;25;4;-4.58541;-5.11047
CP-2;25;5;-3.01449;-4.91023
CP-2;25;6;-4.55837;-5.10944
CP-2;25;7;-4.55755;-5.44536
CP-2;25;8;-4.87554;-5.48402
CP-2;25;9;-4.19326;-5.08289
CP-2;25;10;-4.53512;-4.98024
CP-2;26;1;-4.43287;-5.45002
CP-2;26;2;-4.08985;-5.44701
CP-2;26;3;-4.57067;-5.71443
CP-2;26;4;-4.82853;-5.7859
CP-2;26;5;-5.14836;-6.55657
CP-2;26;6;-5.12537;-6.28694
CP-2;26;7;-4.59599;-5.72764
CP-2;26;8;-5.28482;-6.54845
CP-2;26;9;-5.48134;-6.55981
CP-2;26;10;-4.56465;-5.6587
CP-2;27;1;-6.77237;-7.74618
CP-2;27;2;-6.29216;-7.43839
CP-2;27;3;-5.81114;-6.89363
CP-2;27;4;-5.84258;-7.02116
CP-2;27;5;-6.81099;-7.66972
CP-2;27;6;-5.75714;-6.9642
CP-2;27;7;-6.34652;-7.5524
CP-2;27;8;-5.80684;-7.00463
CP-2;27;9;-5.70675;-6.84539
CP-2;27;10;-6.76067;-7.73825
CP-2;28;1;-4.86594;-5.85699
CP-2;28;2;-4.46925;-5.57953
CP-2;28;3;-4.57522;-5.62104
CP-2;28;4;-4.64375;-5.60635
CP-2;28;5;-4.59979;-5.62161
CP-2;28;6;-4.60742;-5.59172
CP-2;28;7;-4.6131;-5.61502
CP-2;28;8;-4.69941;-5.61962
CP-2;28;9;-4.5696;-5.43866
CP-2;28;10;-4.60761;-5.59394
CP-2;29;1;-8.39297;-9.1685
CP-2;29;2;-8.52756;-9.32092
CP-2;29;3;-7.7894;-8.95738
CP-2;29;4;-8.5117;-9.30603
CP-2;29;5;-7.7225;-8.56891
CP-2;29;6;-8.26173;-9.50884
CP-2;29;7;-8.08134;-8.95303
CP-2;29;8;-8.41759;-9.28019
CP-2;29;9;-8.53203;-9.29893
CP-2;29;10;-7.76401;-8.63102
CP-2;3;1;-6.08935;-7.20698
CP-2;3;2;-6.0591;-7.08646
CP-2;3;3;-6.00342;-7.27408
CP-2;3;4;-6.05403;-7.1278
CP-2;3;5;-6.05577;-7.13336
CP-2;3;6;-5.93474;-7.22995
CP-2;3;7;-5.96967;-7.14794
CP-2;3;8;-5.87203;-6.82924
CP-2;3;9;-5.55248;-6.73667
CP-2;3;10;-6.08611;-7.23809
CP-2;30;1;-4.94357;-5.97983
CP-2;30;2;-4.91894;-5.93207
CP-2;30;3;-4.83209;-6.01563
CP-2;30;4;-4.89695;-5.96754
CP-2;30;5;-5.79896;-6.87166
CP-2;30;6;-5.91831;-6.88934
CP-2;30;7;-5.86941;-6.84973
CP-2;30;8;-5.74123;-6.77994
CP-2;30;9;-5.72642;-6.73266
CP-2;30;10;-4.2071;-5.555
CP-2;31;1;-5.01762;-6.08001
CP-2;31;2;-5.12912;-6.22349
CP-2;31;3;-4.93457;-5.9703
CP-2;31;4;-4.88281;-5.87457
CP-2;31;5;-5.07877;-6.17323
CP-2;31;6;-5.1791;-6.13275
CP-2;31;7;-5.14042;-6.13829
CP-2;31;8;-5.12735;-6.19125
CP-2;31;9;-4.32415;-5.9067
CP-2;31;10;-5.28482;-6.33027
CP-2;32;1;-5.17704;-6.20958
CP-2;32;2;-5.12218;-6.07896
CP-2;32;3;-5.47413;-6.29009
CP-2;32;4;-5.33497;-6.29743
CP-2;32;5;-5.19607;-6.22916
CP-2;32;6;-5.21369;-6.01694
CP-2;32;7;-5.25324;-6.11852
CP-2;32;8;-5.29815;-6.28748
CP-2;32;9;-4.82901;-5.81689
CP-2;32;10;-5.18164;-6.2356
CP-2;33;1;-4.94191;-5.8057
CP-2;33;2;-4.86583;-6.08447
CP-2;33;3;-4.60773;-5.81586
CP-2;33;4;-4.75688;-5.84183
CP-2;33;5;-4.95363;-5.57498
CP-2;33;6;-4.84377;-5.837
CP-2;33;7;-5.15024;-6.00697
CP-2;33;8;-4.77999;-5.64764
CP-2;33;9;-5.12375;-5.98783
CP-2;33;10;-5.04154;-6.01298
CP-2;34;1;-6.0457;-6.95052
CP-2;34;2;-5.59887;-6.51353
CP-2;34;3;-5.92582;-6.93232
CP-2;34;4;-5.21137;-6.44063
CP-2;34;5;-5.97852;-7.00622
CP-2;34;6;-6.10947;-7.03701
CP-2;34;7;-5.18703;-6.16984
CP-2;34;8;-5.60216;-6.44422
CP-2;34;9;-5.95038;-6.88545
CP-2;34;10;-5.94422;-6.91956
CP-2;35;1;-5.78562;-6.63157
CP-2;35;2;-5.53618;-6.49382
CP-2;35;3;-5.73247;-6.63535
CP-2;35;4;-5.4192;-6.52073
CP-2;35;5;-5.36125;-6.48496
CP-2;35;6;-5.27202;-6.29132
CP-2;35;7;-6.13376;-7.04193
CP-2;35;8;-5.45887;-6.3714
CP-2;35;9;-5.49592;-6.55375
CP-2;35;10;-5.68148;-6.62843
CP-2;36;1;-4.50692;-5.46541
CP-2;36;2;-4.80414;-5.66933
CP-2;36;3;-4.69891;-5.63612
CP-2;36;4;-4.62092;-5.52356
CP-2;36;5;-4.71511;-5.66597
CP-2;36;6;-4.65648;-5.62811
CP-2;36;7;-4.33801;-5.53727
CP-2;36;8;-4.6478;-5.5477
CP-2;36;9;-4.86405;-5.79211
CP-2;36;10;-4.56756;-5.48848
CP-2;37;1;-4.96076;-5.74139
CP-2;37;2;-4.18775;-5.29852
CP-2;37;3;-4.65753;-5.59111
CP-2;37;4;-4.26061;-5.48899
CP-2;37;5;-4.72956;-5.6445
CP-2;37;6;-4.70237;-5.74708
CP-2;37;7;-4.60587;-5.63582
CP-2;37;8;-3.96377;-5.19663
CP-2;37;9;-4.79064;-5.68863
CP-2;37;10;-4.52124;-5.61549
CP-2;38;1;-4.89287;-5.9673
CP-2;38;2;-4.85891;-5.90696
CP-2;38;3;-4.85842;-5.8645
CP-2;38;4;-4.81734;-5.80689
CP-2;38;5;-4.83115;-5.8154
CP-2;38;6;-4.84975;-5.83912
CP-2;38;7;-4.85678;-5.85295
CP-2;38;8;-4.95416;-6.01952
CP-2;38;9;-4.85778;-5.85304
CP-2;38;10;-4.81113;-5.80401
CP-2;39;1;-4.77931;-5.8659
CP-2;39;2;-4.56001;-5.67546
CP-2;39;3;-4.34556;-5.22039
CP-2;39;4;-4.60924;-5.78831
CP-2;39;5;-4.41557;-5.32755
CP-2;39;6;-4.81197;-5.7813
CP-2;39;7;-4.69032;-5.71822
CP-2;39;8;-4.73018;-5.73828
CP-2;39;9;-4.61189;-5.79395
CP-2;39;10;-4.69881;-5.89227
CP-2;4;1;-4.8165;-6.07908
CP-2;4;2;-4.92757;-5.90437
CP-2;4;3;-5.40239;-6.4298
CP-2;4;4;-4.86077;-6.05234
CP-2;4;5;-4.6431;-6.04584
CP-2;4;6;-5.0286;-5.93412
CP-2;4;7;-4.93254;-6.16709
CP-2;4;8;-4.79967;-5.97082
CP-2;4;9;-5.02477;-5.93304
CP-2;4;10;-4.46912;-5.59324
CP-2;40;1;-5.77451;-6.7547
CP-2;40;2;-4.88318;-5.77448
CP-2;40;3;-5.30378;-6.40354
CP-2;40;4;-5.53633;-6.22192
CP-2;40;5;-5.4345;-6.33899
CP-2;40;6;-5.47524;-6.38042
CP-2;40;7;-5.52815;-6.46219
CP-2;40;8;-5.38347;-6.26491
CP-2;40;9;-5.51217;-6.39
CP-2;40;10;-5.53453;-6.4582
CP-2;41;1;-3.87424;-5.13022
CP-2;41;2;-4.21488;-5.25807
CP-2;41;3;-3.92277;-5.02598
CP-2;41;4;-3.94717;-5.0615
CP-2;41;5;-4.02643;-5.14698
CP-2;41;6;-4.49878;-5.33273
CP-2;41;7;-3.85746;-5.23615
CP-2;41;8;-4.12538;-5.22115
CP-2;41;9;-4.42199;-5.47733
CP-2;41;10;-3.43923;-4.84107
CP-2;42;1;-4.67499;-5.39386
CP-2;42;2;-5.36348;-6.07961
CP-2;42;3;-4.62434;-5.49447
CP-2;42;4;-4.68708;-5.35442
CP-2;42;5;-5.30437;-6.38119
CP-2;42;6;-5.73152;-6.84896
CP-2;42;7;-4.77155;-5.42424
CP-2;42;8;-4.84433;-5.612
CP-2;42;9;-5.08001;-5.87637
CP-2;42;10;-4.72895;-5.61029
CP-2;43;1;-4.71471;-5.90332
CP-2;43;2;-4.47674;-5.45188
CP-2;43;3;-4.36091;-5.38701
CP-2;43;4;-4.30924;-5.24873
CP-2;43;5;-4.2201;-5.1325
CP-2;43;6;-4.40476;-5.42351
CP-2;43;7;-5.15272;-6.14062
CP-2;43;8;-5.1262;-6.13383
CP-2;43;9;-4.36087;-5.38337
CP-2;43;10;-4.41256;-5.43263
CP-2;44;1;-5.04206;-6.07307
CP-2;44;2;-4.84243;-6.0767
CP-2;44;3;-4.17914;-5.04807
CP-2;44;4;-4.90122;-5.96683
CP-2;44;5;-4.57934;-5.79949
CP-2;44;6;-4.55271;-5.64988
CP-2;44;7;-4.68733;-5.87487
CP-2;44;8;-4.43625;-5.39975
CP-2;44;9;-4.71784;-5.9313
CP-2;44;10;-4.62598;-5.62018
CP-2;45;1;-5.73134;-6.78828
CP-2;45;2;-5.85555;-6.96451
CP-2;45;3;-5.8213800000000004;-6.94318
CP-2;45;4;-5.32817;-6.63394
CP-2;45;5;-5.34652;-6.55034
CP-2;45;6;-5.77916;-6.91524
CP-2;45;7;-4.90078;-6.35313
CP-2;45;8;-5.84933;-6.7971
CP-2;45;9;-5.87392;-6.97977
CP-2;45;10;-5.37504;-6.62739
CP-2;46;1;-4.5917;-5.87073
CP-2;46;2;-5.03708;-6.25675
CP-2;46;3;-5.19054;-6.23717
CP-2;46;4;-5.06435;-6.23909
CP-2;46;5;-4.7781;-5.83382
CP-2;46;6;-4.96454;-5.96411
CP-2;46;7;-4.21974;-6.08477
CP-2;46;8;-5.37044;-6.45187
CP-2;46;9;-4.60406;-5.58555
CP-2;46;10;-4.82531;-5.70485
CP-2;47;1;-4.2901300000000004;-5.26856
CP-2;47;2;-4.70334;-5.74592
CP-2;47;3;-4.42334;-5.71279
CP-2;47;4;-4.48;-5.38905
CP-2;47;5;-4.68784;-5.76794
CP-2;47;6;-5.12341;-6.14931
CP-2;47;7;-5.10165;-6.12215
CP-2;47;8;-4.75063;-5.99229
CP-2;47;9;-4.6825;-5.72802
CP-2;47;10;-4.68379;-5.74474
CP-2;48;1;-5.1955;-6.73974
CP-2;48;2;-4.98553;-6.0971
CP-2;48;3;-5.64818;-6.84084
CP-2;48;4;-5.17857;-6.6001
CP-2;48;5;-5.851;-7.14777
CP-2;48;6;-5.80279;-7.07262
CP-2;48;7;-4.93403;-6.50713
CP-2;48;8;-5.23765;-6.62567
CP-2;48;9;-5.61046;-6.86368
CP-2;48;10;-5.39392;-7.01235
CP-2;49;1;-6.02427;-6.63354
CP-2;49;2;-5.99365;-6.56521
CP-2;49;3;-6.0064;-6.59574
CP-2;49;4;-5.82421;-6.55981
CP-2;49;5;-6.00781;-6.67533
CP-2;49;6;-5.80058;-6.37375
CP-2;49;7;-5.27034;-5.98528
CP-2;49;8;-5.41652;-6.08014
CP-2;49;9;-5.9184;-6.4369
CP-2;49;10;-5.94106;-6.62191
CP-2;5;1;-4.95894;-5.8343
CP-2;5;2;-5.1071;-6.19401
CP-2;5;3;-5.12462;-6.2378
CP-2;5;4;-5.26716;-6.31883
CP-2;5;5;-5.48082;-6.50313
CP-2;5;6;-5.0011;-5.94508
CP-2;5;7;-5.43176;-6.46336
CP-2;5;8;-5.70571;-6.71359
CP-2;5;9;-5.49807;-6.53034
CP-2;5;10;-5.36768;-6.42567
CP-2;50;1;-5.75616;-6.85135
CP-2;50;2;-4.83593;-5.93772
CP-2;50;3;-3.64581;-5.24797
